"appid","name","developer","publisher","score_rank","positive","negative","userscore","owners","average_forever","average_2weeks","median_forever","median_2weeks","price","initialprice","discount","ccu","languages","genre","Survival","Shooter","Battle Royale","Multiplayer","FPS","PvP","Third-Person Shooter","Action","Online Co-Op","Tactical","Co-op","First-Person","Strategy","Early Access","Competitive","Third Person","Team-Based","Difficult","Simulation","Stealth"
578080,"PUBG: BATTLEGROUNDS","KRAFTON, Inc.","KRAFTON, Inc.","",1384764,983242,0,"50,000,000 .. 100,000,000",23629,611,9441,225,"0","0","0",287938,"English, Korean, Simplified Chinese, French, German, Spanish - Spain, Arabic, Japanese, Polish, Portuguese - Portugal, Russian, Turkish, Thai, Italian, Portuguese - Brazil, Traditional Chinese, Ukrainian","Action, Adventure, Massively Multiplayer, Free to Play",14626,12485,10698,10655,8248,7599,7206,5926,5268,4973,4246,4004,3049,2802,2356,2305,2019,1696,1342,1254
