"appid","name","developer","publisher","score_rank","positive","negative","userscore","owners","average_forever","average_2weeks","median_forever","median_2weeks","price","initialprice","discount","ccu","languages","genre","Multiplayer","Football ","Competitive","Sports","Racing","Team-Based","Online Co-Op","Football _1","Fast-Paced","Co-op","Action","Funny","Great Soundtrack","Local Multiplayer","Split Screen","Local Co-Op","Singleplayer","4 Player Local","Casual","Indie"
252950,"Rocket League","Psyonix LLC","Psyonix LLC","",508350,70379,0,"10,000,000 .. 20,000,000",17962,476,3110,289,"0","0","0",28988,"English, French, Italian, German, Spanish - Spain, Dutch, Portuguese - Portugal, Japanese, Korean, Russian, Turkish, Polish","Action, Indie, Racing, Sports",6583,5224,4556,3996,3878,3411,2859,2413,2203,2141,1935,1896,1668,1616,1488,1349,1232,1212,1202,879
