"appid","name","developer","publisher","score_rank","positive","negative","userscore","owners","average_forever","average_2weeks","median_forever","median_2weeks","price","initialprice","discount","ccu","languages","genre","Free to Play","Battle Royale","Multiplayer","FPS","Shooter","First-Person","PvP","Action","Hero Shooter","Team-Based","Tactical","Sci-fi","Survival","Loot","Character Customization","Funny","Co-op","Lore-Rich","Cyberpunk","Cinematic"
1172470,"Apex Legends","Respawn","Electronic Arts","",646561,185190,0,"50,000,000 .. 100,000,000",6726,631,1238,321,"0","0","0",133691,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Arabic","Action, Adventure, Free to Play",1979,1367,1349,1289,1251,1048,871,776,713,708,535,486,476,471,462,436,429,358,346,283
